Main Author,Nombre total de citations,Volume,Date de publication,Auteurs,Revue,Pages,Numéro
Bertrand Lefebvre,38,1,80,2013,"Geological Society, London, Memoirs","Bertrand Lefebvre, Colin D Sumrall, Rene A Shroat-Lewis, Mike Reich, Gary D Webster, Aaron W Hunter, Elise Nardin, Sergei V Rozhnov, Thomas E Guensburg, Alexandra Touzeau, Fleur Noailles, James Sprinkle",173-198
Bertrand Lefebvre,286,29,80,2011/7/22,Journal of Biological Chemistry,"Corinne Raspail, Matthieu Graindorge, Yohann Moreau, Serge Crouzy, Bertrand Lefèbvre, Adeline Y Robin, Renaud Dumas, Michel Matringe",26061-26070
Bertrand Lefebvre,46,3,74,2003/5,Palaeontology,Bertrand Lefebvre,511-555
Bertrand Lefebvre,529,,64,2020/1/1,Earth and Planetary Science Letters,"Farid Saleh, Jonathan B Antcliffe, Bertrand Lefebvre, Bernard Pittet, Lukáš Laibl, Francesc Perez Peris, Lorenzo Lustri, Pierre Gueriau, Allison C Daley",115873
Bertrand Lefebvre,8,4,58,2001,Annales de la Société géologique du Nord,"D Vizcaïno, JJ Álvaro, B Lefebvre",213-220
Bertrand Lefebvre,32,3,50,1999/1/1,Geobios,"Bertrand Lefebvre, Daniel Vizcaino",421-458
Bertrand Lefebvre,460,,47,2016/10/15,"Palaeogeography, Palaeoclimatology, Palaeoecology","Bertrand Lefebvre, Ninon Allaire, Thomas E Guensburg, Aaron W Hunter, Khaoula Kouraïss, Emmanuel LO Martin, Elise Nardin, Fleur Noailles, Bernard Pittet, Colin D Sumrall, Samuel Zamora",97-121
Bertrand Lefebvre,460,,46,2016/10/15,"Palaeogeography, Palaeoclimatology, Palaeoecology","Emmanuel LO Martin, Muriel Vidal, Daniel Vizcaïno, Romain Vaucher, Pierre Sansjofre, Bertrand Lefebvre, Jacques Destombes",142-154
Bertrand Lefebvre,32,2,46,1999/1/1,Geobios,"Daniel Vizcaïno, Bertrand Lefebvre",353-364
Bertrand Lefebvre,90,1,43,2016/2,Acta Geologica Sinica‐English Edition,"Zhu Xuejian, Peng Shanchi, Samuel Zamora, Bertrand Lefebvre, Chen Guiying",30-37
Bertrand Lefebvre,52,,41,2019/2/1,Geobios,"Bertrand Lefebvre, Thomas E Guensburg, Emmanuel LO Martin, Rich Mooi, Elise Nardin, Martina Nohejlová, Farid Saleh, Khaoula Kouraïss, Khadija El Hariri, Bruno David",27-36
Bertrand Lefebvre,64,3,41,2017/4,Sedimentology,"Romain Vaucher, Bernard Pittet, Hélène Hormière, Emmanuel LO Martin, Bertrand Lefebvre",777-807
Bertrand Lefebvre,51,2,37,2018/4/1,Lethaia,"Bertrand Lefebvre, Juan C Gutierrez-Marco, Oliver Lehnert, Emmanuel LO Martin, Hendrik Nowak, Mustapha Akodad, Khadija El Hariri, Thomas Servais",296-311
Bertrand Lefebvre,176,3,37,2005/5/1,Bulletin de la Société géologique de France,"Bertrand Lefebvre, Mansooreh Ghobadipour, Elise Nardin",231-242
Younes Bahammou,147,,64,2020/3/1,Renewable Energy,"Mounir Kouhila, Haytem Moussaoui, Hamza Lamsyehe, Zakaria Tagnamas, Younes Bahammou, Ali Idlimam, Abdelkader Lamharrar",833-844
Younes Bahammou,188,,59,2019/8/1,Solar Energy,"Younes Bahammou, Zakaria Tagnamas, Abdelkader Lamharrar, Ali Idlimam",958-969
Younes Bahammou,163,,52,2021/1/1,Renewable Energy,"Zakaria Tagnamas, Hamza Lamsyehe, Haytem Moussaoui, Younes Bahammou, Mounir Kouhila, Ali Idlimam, Abdelkader Lamharrar",495-503
Younes Bahammou,114,,49,2019/3/1,Food and Bioproducts Processing,"Haytem Moussaoui, Younes Bahammou, Ali Idlimam, Abdelkader Lamharrar, Naji Abdenouri",12-22
Younes Bahammou,168,,41,2021/5/1,Renewable Energy,"Haytem Moussaoui, Younes Bahammou, Zakaria Tagnamas, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam",131-140
Younes Bahammou,142,,37,2019/11/1,Renewable Energy,"Younes Bahammou, Hamza Lamsyehe, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam, Naji Abdenouri",110-122
Younes Bahammou,146,,35,2020/2/1,Renewable Energy,"Zakaria Tagnamas, Younes Bahammou, Mounir Kouhila, Soukaina Hilali, Ali Idlimam, Abdelkader Lamharrar",16-24
Younes Bahammou,,,27,2022/2/1,Journal of Thermal Analysis and Calorimetry,"Zakaria Tagnamas, Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",1-11
Younes Bahammou,201,,27,2020/5/1,Solar Energy,"Younes Bahammou, Haytem Moussaoui, Hamza Lamsayeh, Zakaria Tagnamas, Mounir Kouhila, Rachida Ouaabou, Abdelkader Lamharrar, Ali Idlimam",916-926
Younes Bahammou,56,,21,2020/11,Heat and Mass Transfer,"Mounir Kouhila, Haytem Moussaoui, Younes Bahammou, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Ali Idlimam",2985-2999
Younes Bahammou,211,,10,2020/11/15,Solar Energy,"Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Haytem Moussaoui, Zakaria Tagnamas, Ali Idlimam, Abdelkader Lamharrar, Hind Mouhanni",1070-1083
Younes Bahammou,161,,10,2018/6/1,IOP conference series: Earth and environmental science,"Z Tagnamas, Y Bahammou, M Kouhila, A Lamharrar, A Idlimam",012007
Younes Bahammou,40,4,6,2022/12/6,International Journal of Building Pathology and Adaptation,"Younes Bahammou, Mounir Kouhila, Haytem Moussaoui, Hamza Lamsyehe, Zakaria Tagnamas, Abdelkader Lamharrar, Ali Idlimam",462-480
Younes Bahammou,44,12,5,2021/12,Journal of Food Process Engineering,"Zakaria Tagnamas, Younes Bahammou, Haytem Moussaoui, Mounir Kouhila, Hamza Lamsyehe, Ali Idlimam, Abdelkader Lamharrar",e13888
Younes Bahammou,,,5,2018,Food Bioprod. Process,"H Moussaoui, Y Bahammou, A Idlimam, A Lamharrar, N Abdenouri",
Younes Bahammou,135,,4,2022/6/1,International Communications in Heat and Mass Transfer,"Younes Bahammou, Mounir Kouhila, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Ali Idlimam",106077
Younes Bahammou,8,4,4,2020/7/2,Moroccan Journal of Chemistry,"H Moussaoui, A Idlimam, A Lamharrar, M Kouhila, Y Bahammou, M Mouhib, A Amamou",8-1 (2020) 853-365
Younes Bahammou,51,7,3,2022/11,Heat Transfer,"Younes Bahammou, Hamza Lamsyehe, Zakaria Tagnamas, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam, Abdenouri Naji",6048-6070
Younes Bahammou,,,2,2022/6/15,International Journal of Building Pathology and Adaptation,"Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Zakaria Tagnamas, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",
Younes Bahammou,2022,,2,2022/5/19,The Scientific World Journal,"Khadija Oubella, Hind Mouhanni, Younes Bahammou, Ali Idlimam, Abdelkader Lamharrar, Abdelaziz Bendou",
HAMZA LAMSYEHE,147,,64,2020/3/1,Renewable Energy,"Mounir Kouhila, Haytem Moussaoui, Hamza Lamsyehe, Zakaria Tagnamas, Younes Bahammou, Ali Idlimam, Abdelkader Lamharrar",833-844
HAMZA LAMSYEHE,163,,52,2021/1/1,Renewable Energy,"Zakaria Tagnamas, Hamza Lamsyehe, Haytem Moussaoui, Younes Bahammou, Mounir Kouhila, Ali Idlimam, Abdelkader Lamharrar",495-503
HAMZA LAMSYEHE,142,,37,2019/11/1,Renewable Energy,"Younes Bahammou, Hamza Lamsyehe, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam, Naji Abdenouri",110-122
HAMZA LAMSYEHE,,,27,2022/2/1,Journal of Thermal Analysis and Calorimetry,"Zakaria Tagnamas, Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",1-11
HAMZA LAMSYEHE,56,,21,2020/11,Heat and Mass Transfer,"Mounir Kouhila, Haytem Moussaoui, Younes Bahammou, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Ali Idlimam",2985-2999
HAMZA LAMSYEHE,152,,19,2020/6/1,Renewable Energy,"Lamsyehe Hamza, Kouhila Mounir, Bahammou Younes, Tagnamas Zakaria, Moussaoui Haytem, Mouhanni Hind, Lamharrar Abdelkader, Idlimam Ali",44-54
HAMZA LAMSYEHE,56,,17,2020/7,Heat and Mass Transfer,"Haytem Moussaoui, Mounir Kouhila, Hamza Lamsyehe, Ali Idlimam, Abdelkader Lamharrar",2065-2077
HAMZA LAMSYEHE,211,,10,2020/11/15,Solar Energy,"Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Haytem Moussaoui, Zakaria Tagnamas, Ali Idlimam, Abdelkader Lamharrar, Hind Mouhanni",1070-1083
HAMZA LAMSYEHE,40,4,6,2022/12/6,International Journal of Building Pathology and Adaptation,"Younes Bahammou, Mounir Kouhila, Haytem Moussaoui, Hamza Lamsyehe, Zakaria Tagnamas, Abdelkader Lamharrar, Ali Idlimam",462-480
HAMZA LAMSYEHE,44,12,5,2021/12,Journal of Food Process Engineering,"Zakaria Tagnamas, Younes Bahammou, Haytem Moussaoui, Mounir Kouhila, Hamza Lamsyehe, Ali Idlimam, Abdelkader Lamharrar",e13888
HAMZA LAMSYEHE,5,2-3,5,2019,International Journal of Sustainable Agricultural Management and Informatics,"Haytem Moussaoui, Hamza Lamsyehe, Ali Idlimam, Abdelkader Lamharrar, Mounir Kouhila",83-96
HAMZA LAMSYEHE,135,,4,2022/6/1,International Communications in Heat and Mass Transfer,"Younes Bahammou, Mounir Kouhila, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Ali Idlimam",106077
HAMZA LAMSYEHE,,,4,2019,,"M Kouhila, A Idlimam, A Lamharrar, H Lamsyehe, H Moussaoui",40-53
HAMZA LAMSYEHE,51,7,3,2022/11,Heat Transfer,"Younes Bahammou, Hamza Lamsyehe, Zakaria Tagnamas, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam, Abdenouri Naji",6048-6070
HAMZA LAMSYEHE,,,3,2019,,"Haytem Moussaoui, Hamza Lamsyehe, Ali Idlimam, Abdelkader Lamharrar, Mounir Kouhila",12-20
HAMZA LAMSYEHE,,,2,2022/6/15,International Journal of Building Pathology and Adaptation,"Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Zakaria Tagnamas, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",
HAMZA LAMSYEHE,12,,2,2021,Journal of Materials and Environmental Science,"H Lamsyehe, M Kouhila, Y Bahammou, H Mouhanni, Z Tagnamas, A Idlimam, A Lamharrar",86-95
HAMZA LAMSYEHE,33,3,2,2020,International Journal of Exergy,"Hamza Lamsyehe, Bahammou Younes, Hind Mouhanni, Mounir Kouhila, Tagnamas Zakaria, Haytem Moussaoui, Abdelkader Lamharrar, Ali Idlimam",304-327
HAMZA LAMSYEHE,,,1,2023/9/5,Heat and Mass Transfer,"Younes Bahammou, Mounir Kouhila, Oumayma Babaharra, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Raja Idlimam",1-19
HAMZA LAMSYEHE,57,5,1,2021/10,Applied Solar Energy,"Zakaria Tagnamas, Mounir Kouhila, Hamza Lamsyehe, Younes Bahammou, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",377-383
Zakaria Tagnamas,147,,64,2020/3/1,Renewable Energy,"Mounir Kouhila, Haytem Moussaoui, Hamza Lamsyehe, Zakaria Tagnamas, Younes Bahammou, Ali Idlimam, Abdelkader Lamharrar",833-844
Zakaria Tagnamas,188,,59,2019/8/1,Solar Energy,"Younes Bahammou, Zakaria Tagnamas, Abdelkader Lamharrar, Ali Idlimam",958-969
Zakaria Tagnamas,163,,52,2021/1/1,Renewable Energy,"Zakaria Tagnamas, Hamza Lamsyehe, Haytem Moussaoui, Younes Bahammou, Mounir Kouhila, Ali Idlimam, Abdelkader Lamharrar",495-503
Zakaria Tagnamas,168,,41,2021/5/1,Renewable Energy,"Haytem Moussaoui, Younes Bahammou, Zakaria Tagnamas, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam",131-140
Zakaria Tagnamas,146,,35,2020/2/1,Renewable Energy,"Zakaria Tagnamas, Younes Bahammou, Mounir Kouhila, Soukaina Hilali, Ali Idlimam, Abdelkader Lamharrar",16-24
Zakaria Tagnamas,,,33,2018,,"Amjad Kallel, Mohamed Ksibi, Hamed Ben Dhia, Nabil Khélifi",
Zakaria Tagnamas,,,27,2022/2/1,Journal of Thermal Analysis and Calorimetry,"Zakaria Tagnamas, Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",1-11
Zakaria Tagnamas,201,,27,2020/5/1,Solar Energy,"Younes Bahammou, Haytem Moussaoui, Hamza Lamsayeh, Zakaria Tagnamas, Mounir Kouhila, Rachida Ouaabou, Abdelkader Lamharrar, Ali Idlimam",916-926
Zakaria Tagnamas,56,,21,2020/11,Heat and Mass Transfer,"Mounir Kouhila, Haytem Moussaoui, Younes Bahammou, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Ali Idlimam",2985-2999
Zakaria Tagnamas,152,,19,2020/6/1,Renewable Energy,"Lamsyehe Hamza, Kouhila Mounir, Bahammou Younes, Tagnamas Zakaria, Moussaoui Haytem, Mouhanni Hind, Lamharrar Abdelkader, Idlimam Ali",44-54
Zakaria Tagnamas,211,,10,2020/11/15,Solar Energy,"Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Haytem Moussaoui, Zakaria Tagnamas, Ali Idlimam, Abdelkader Lamharrar, Hind Mouhanni",1070-1083
Zakaria Tagnamas,161,,10,2018/6/1,IOP conference series: Earth and environmental science,"Z Tagnamas, Y Bahammou, M Kouhila, A Lamharrar, A Idlimam",012007
Zakaria Tagnamas,40,4,6,2022/12/6,International Journal of Building Pathology and Adaptation,"Younes Bahammou, Mounir Kouhila, Haytem Moussaoui, Hamza Lamsyehe, Zakaria Tagnamas, Abdelkader Lamharrar, Ali Idlimam",462-480
Zakaria Tagnamas,44,12,5,2021/12,Journal of Food Process Engineering,"Zakaria Tagnamas, Younes Bahammou, Haytem Moussaoui, Mounir Kouhila, Hamza Lamsyehe, Ali Idlimam, Abdelkader Lamharrar",e13888
Zakaria Tagnamas,135,,4,2022/6/1,International Communications in Heat and Mass Transfer,"Younes Bahammou, Mounir Kouhila, Zakaria Tagnamas, Hamza Lamsyehe, Abdelkader Lamharrar, Ali Idlimam",106077
Zakaria Tagnamas,51,7,3,2022/11,Heat Transfer,"Younes Bahammou, Hamza Lamsyehe, Zakaria Tagnamas, Mounir Kouhila, Abdelkader Lamharrar, Ali Idlimam, Abdenouri Naji",6048-6070
Zakaria Tagnamas,,,2,2022/6/15,International Journal of Building Pathology and Adaptation,"Mounir Kouhila, Younes Bahammou, Hamza Lamsyehe, Zakaria Tagnamas, Haytem Moussaoui, Ali Idlimam, Abdelkader Lamharrar",
Zakaria Tagnamas,12,1,2,2021,Journal of Materials and Environmental Science,"H Moussaoui, M Kouhila, N Abdenouri, Y Bahammou, Z Tagnamas, A Idlimam, A Lamharrar",153-160
Zakaria Tagnamas,12,,2,2021,Journal of Materials and Environmental Science,"H Lamsyehe, M Kouhila, Y Bahammou, H Mouhanni, Z Tagnamas, A Idlimam, A Lamharrar",86-95
Zakaria Tagnamas,33,3,2,2020,International Journal of Exergy,"Hamza Lamsyehe, Bahammou Younes, Hind Mouhanni, Mounir Kouhila, Tagnamas Zakaria, Haytem Moussaoui, Abdelkader Lamharrar, Ali Idlimam",304-327
Gilles Celeux,13,,2364,1996/9,Journal of classification,"Gilles Celeux, Gilda Soromenho",195-212
Gilles Celeux,22,7,1912,2000/7,IEEE transactions on pattern analysis and machine intelligence,"Christophe Biernacki, Gilles Celeux, Gérard Govaert",719-725
Gilles Celeux,28,5,1232,1995/5/1,Pattern recognition,"Gilles Celeux, Gérard Govaert",781-793
Gilles Celeux,14,3,1141,1992/10/1,Computational statistics & Data analysis,"Gilles Celeux, Gérard Govaert",315-332
Gilles Celeux,1,4,1077,2006/12/1,,"Gilles Celeux, Florence Forbes, Christian P Robert, D Mike Titterington",651-673
Gilles Celeux,2,,862,1985,Computational statistics quarterly,Gilles Celeux,73-82
Gilles Celeux,95,451,817,2000/9/1,Journal of the American Statistical Association,"Gilles Celeux, Merrilee Hurn, Christian P Robert",957-970
Gilles Celeux,41,3-4,809,2003/1/28,Computational Statistics & Data Analysis,"Christophe Biernacki, Gilles Celeux, Gérard Govaert",561-575
Gilles Celeux,36,1,432,2003/1/1,Pattern recognition,"Gilles Celeux, Florence Forbes, Nathalie Peyrard",131-144
Gilles Celeux,19,2,363,2010/1/1,Journal of computational and graphical statistics,"Jean-Patrick Baudry, Adrian E Raftery, Gilles Celeux, Kenneth Lo, Raphael Gottardo",332-353
Gilles Celeux,,,324,1989,,"Gilles Celeux, Edwin Diday, Gérard Govaert, Yves Lechevallier, Henri Ralambondrainy",80
Gilles Celeux,7,,298,1997/3,statistics and Computing,"Halima Bensmail, Gilles Celeux, Adrian E Raftery, Christian P Robert",1-10
Gilles Celeux,65,3,290,2009/9,Biometrics,"Cathy Maugis, Gilles Celeux, Marie-Laure Martin-Magniette",701-709
Gilles Celeux,55,4,288,1996/11/1,Journal of statistical computation and simulation,"Gilles Celeux, Didier Chauveau, Jean Diebolt",287-314
Gilles Celeux,91,436,258,1996/12/1,Journal of the American statistical Association,"Halima Bensmail, Gilles Celeux",1743-1748
Gilles Celeux,50,,250,2019/7/25,,"Charles Bouveyron, Gilles Celeux, T Brendan Murphy, Adrian E Raftery",
Gilles Celeux,16,1,241,1993/1/4,Statistics & Probability Letters,"Christian P Robert, Gilles Celeux, Jean Diebolt",77-83
Gilles Celeux,29,17,217,2013/9/1,Bioinformatics,"Andrea Rau, Mélina Gallopin, Gilles Celeux, Florence Jaffrézic",2146-2152
Gilles Celeux,51,2,216,2006/11/15,Computational Statistics & Data Analysis,"Christophe Biernacki, Gilles Celeux, Gérard Govaert, Florent Langrognet",587-600
Gilles Celeux,41,1-2,209,1992/10/1,Stochastics: An International Journal of Probability and Stochastic Processes,"Gilles Celeux, Jean Diebolt",119-134
Florence Forbes,34,10,5055,2014/12/4,,"Bjoern H Menze, Andras Jakab, Stefan Bauer, Jayashree Kalpathy-Cramer, Keyvan Farahani, Justin Kirby, Yuliya Burren, Nicole Porz, Johannes Slotboom, Roland Wiest, Levente Lanczi, Elizabeth Gerstner, Marc-Andre Weber, Tal Arbel, Brian B Avants, Nicholas Ayache, Patricia Buendia, D Louis Collins, Nicolas Cordier, Jason J Corso, Antonio Criminisi, Tilak Das, Herve Delingette, Çağatay Demiralp, Christopher R Durst, Michel Dojat, Senan Doyle, Joana Festa, Florence Forbes, Ezequiel Geremia, Ben Glocker, Polina Golland, Xiaotao Guo, Andac Hamamci, Khan M Iftekharuddin, Raj Jena, Nigel M John, Ender Konukoglu, Danial Lashkari, Jose Antonio Mariz, Raphael Meier, Sergio Pereira, Doina Precup, Stephen J Price, Tammy Riklin Raviv, Syed MS Reza, Michael Ryan, Duygu Sarikaya, Lawrence Schwartz, Hoo-Chang Shin, Jamie Shotton, Carlos A Silva, Nuno Sousa, Nagesh K Subbanna, Gabor Szekely, Thomas J Taylor, Owen M Thomas, Nicholas J Tustison, Gozde Unal, Flor Vasseur, Max Wintermark, Dong Hye Ye, Liang Zhao, Binsheng Zhao, Darko Zikic, Marcel Prastawa, Mauricio Reyes, Koen Van Leemput",1993-2024
Florence Forbes,1,4,1077,2006/12/1,,"Gilles Celeux, Florence Forbes, Christian P Robert, D Mike Titterington",651-673
Florence Forbes,7,5,836,2007/9,Molecular Ecology Notes,"Chibiao Chen, Eric Durand, Florence Forbes, Olivier François",747-756
Florence Forbes,36,1,432,2003/1/1,Pattern recognition,"Gilles Celeux, Florence Forbes, Nathalie Peyrard",131-144
Florence Forbes,33,3,242,2010/4/8,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Radu Horaud, Florence Forbes, Manuel Yguel, Guillaume Dewaele, Jian Zhang",587-602
Florence Forbes,8,1,220,2018/9/12,Scientific reports,"Olivier Commowick, Audrey Istace, Michael Kain, Baptiste Laurent, Florent Leray, Mathieu Simon, Sorina Camarasu Pop, Pascal Girard, Roxana Ameli, Jean-Christophe Ferré, Anne Kerbrat, Thomas Tourdias, Frédéric Cervenansky, Tristan Glatard, Jeremy Beaumont, Senan Doyle, Florence Forbes, Jesse Knight, April Khademi, Amirreza Mahbod, Chunliang Wang, Richard Mckinley, Franca Wagner, John Muschelli, Elizabeth Sweeney, Eloy Roura, Xavier Llado, Michel M Santos, Wellington P Santos, Abel G Silva-Filho, Xavier Tomas-Fernandez, Hélène Urien, Isabelle Bloch, Sergi Valverde, Mariano Cabezas, Francisco Javier Vera-Olmos, Norberto Malpica, Charles Guttmann, Sandra Vukusic, Gilles Edan, Michel Dojat, Martin Styner, Simon K Warfield, François Cotton, Christian Barillot",13650
Florence Forbes,10,4,187,2001/12/1,Journal of Computational and Graphical Statistics,"Gilles Celeux, Stéphane Chrétien, Florence Forbes, Abdallah Mkhadri",697-712
Florence Forbes,25,9,166,2003/9/8,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Florence Forbes, Nathalie Peyrard",1089-1101
Florence Forbes,38,12,134,2016/1/27,IEEE transactions on pattern analysis and machine intelligence,"Israel Dejene Gebru, Xavier Alameda-Pineda, Florence Forbes, Radu Horaud",2402-2415
Florence Forbes,,,122,2014,,"Alexis Roche, Florence Forbes",771-778
Florence Forbes,,,119,2007/8/22,,"Yacine Kabir, Michel Dojat, Benoît Scherrer, Florence Forbes, Catherine Garbay",1595-1598
Florence Forbes,24,6,114,2014/11,Statistics and computing,"Florence Forbes, Darren Wraith",971-984
Florence Forbes,25,01,97,2015/2/2,International journal of neural systems,"Antoine Deleforge, Florence Forbes, Radu Horaud",1440003
Florence Forbes,28,8,91,2009/2/18,IEEE Transactions on Medical Imaging,"Benoit Scherrer, Florence Forbes, Catherine Garbay, Michel Dojat",1278-1295
Florence Forbes,32,5,89,2012/10/19,IEEE transactions on Medical Imaging,"Lotfi Chaari, Thomas Vincent, Florence Forbes, Michel Dojat, Philippe Ciuciu",821-837
Florence Forbes,25,5,86,2015/9,Statistics and Computing,"Antoine Deleforge, Florence Forbes, Radu Horaud",893-911
Florence Forbes,,,70,2013/8,Procs. NCI-MICCAI BraTS,"S Doyle, F Vasseur, M Dojat, F Forbes",18-22
Florence Forbes,,,54,2012/7/7,,"A Kai Qin, Federico Raimondo, Florence Forbes, Yew Soon Ong",991-998
Florence Forbes,37,7,52,2018/1/22,IEEE transactions on medical imaging,"Alexis Arnaud, Florence Forbes, Nicolas Coquery, Nora Collomb, Benjamin Lemasson, Emmanuel L Barbier",1678-1689
Florence Forbes,16,3,50,2007/2/12,IEEE transactions on image processing,"Florence Forbes, Gersende Fort",824-837
Dr. Kenza Maher,,,355,2013/12/16,,Gianfranco Pistoia,
Dr. Kenza Maher,247,,121,2014/2/1,Journal of Power Sources,"Kenza Maher, Rachid Yazami",527-533
Dr. Kenza Maher,101,,76,2013/7/1,Electrochimica Acta,"Kenza Maher, Rachid Yazami",71-78
Dr. Kenza Maher,44,17,65,2015,Dalton Transactions,"R Essehli, I Belharouak, H Ben Yahia, K Maher, A Abouimrane, B Orayech, S Calder, XL Zhou, Z Zhou, Yang Kook Sun",7881-7886
Dr. Kenza Maher,195,5,48,2010/3/1,Journal of Power Sources,"Yassine Bentaleb, Ismael Saadoune, Kenza Maher, Latifa Saadi, Kenjiro Fujimoto, Shigeru Ito",1510-1515
Dr. Kenza Maher,324,,42,2016/8/30,Journal of Power Sources,"R Essehli, H Ben Yahia, K Maher, MT Sougrati, A Abouimrane, J-B Park, Y-K Sun, MA Al-Maadeed, I Belharouak",657-664
Dr. Kenza Maher,196,5,30,2011/3/1,Journal of Power Sources,"Kenza Maher, Kristina Edström, Ismael Saadoune, Torbjörn Gustafsson, Mohammed Mansori",2819-2825
Dr. Kenza Maher,261,,27,2014/9/1,Journal of Power Sources,"Kenza Maher, Rachid Yazami",389-400
Dr. Kenza Maher,13,14,22,2011,Physical Chemistry Chemical Physics,"HM Hollmark, K Maher, I Saadoune, T Gustafsson, K Edström, L-C Duda",6544-6551
Dr. Kenza Maher,13,18,18,2020/9/18,ChemSusChem,"Rachid Essehli, Ruhul Amin, Ali Abouimrane, Mengya Li, Hamdi ben Yahia, Kenza Maher, Yahya Zakaria, Ilias Belharouak",5031-5040
Dr. Kenza Maher,54,23,18,2009/9/30,Electrochimica acta,"Kenza Maher, Kristina Edström, Ismael Saadoune, Torbjörn Gustafsson, Mohammed Mansori",5531-5536
Dr. Kenza Maher,322,,9,2023/6/1,Journal of Solid State Chemistry,"Mohamed Khuili, Malak Bounbaa, Nejma Fazouan, Hassna Abou Elmakarim, Yassine Sadiki, Samah Al-Qaisi, Isam Allaoui, El houssaine Maskar, Kenza Maher",123955
Dr. Kenza Maher,225,,9,2012/10/4,,"Rickard Eriksson, Kenza Maher, Ismael Saadoune, Mohammed Mansori, Torbjörn Gustafsson, Kristina Edström",547-550
Dr. Kenza Maher,,,8,2018/6/12,,,
Dr. Kenza Maher,,,6,2014/1/1,,"Rachid Yazami, Kenza Maher",567-604
Dr. Kenza Maher,,,5,2017/1/20,,"Cher Ming Tan, Thong Ngee Goh",
Dr. Kenza Maher,12,37,3,2020/8/18,ACS Applied Materials & Interfaces,"R Essehli, K Maher, R Amin, A Abouimrane, A Mahmoud, N Muralidharan, R. K Petla, HB Yahia, I Belharouak",41765-41775
Dr. Kenza Maher,,,3,2017,,"Feng Leng, Cher Ming Tan, Rachid Yazami, Kenza Maher, Robert Wang",223-232
Dr. Kenza Maher,,,2,2017/1/24,,,
Dr. Kenza Maher,,,1,2011/1/21,Université Cadi Ayyad,Kenza MAHER,
BOUAZZA abdellah,300,1,35,2016/9,Journal of Zoology,"A Bouazza, T Slimani, H El Mouden, Gabriel Blouin‐Demers, Olivier Lourdais",36-44
BOUAZZA abdellah,35,3,34,2014/1/1,Amphibia-Reptilia,"Miguel Vences, Philip de Pous, Violaine Nicolas, Jesús Díaz-Rodríguez, David Donaire, Karen Hugemann, J Susanne Hauswaldt, Felix Amat, Juan AM Barnestein, Serge Bogaerts, Abdellah Bouazza, Salvador Carranza, Pedro Galan, Juan Pablo González de la Vega, Ulrich Joger, Aziza Lansari, Annemarie Ohler, Delfi Sanuy, Tahar Slimani, Miguel Tejedo",305-320
BOUAZZA abdellah,14,,16,2021/1/8,Herpetology Notes,"Abdellah Bouazza, Abdeslam Rihane",1-14
BOUAZZA abdellah,34,4,15,2013/1/1,Amphibia-Reptilia,"Gabriel Blouin-Demers, Olivier Lourdais, Abdellah Bouazza, Catherine Verreault, Hassan El Mouden, Tahar Slimani",567-572
BOUAZZA abdellah,11,3,14,2018/3,Veterinary world,"Moulay Abdelmonaim El Hidan, Oulaid Touloun, Abdellah Bouazza, Mehdi Ait Laaradia, Ali Boumezzough",286
BOUAZZA abdellah,36,4,11,2015/1/1,Amphibia-Reptilia,"Aziza Lansari, Miguel Vences, Susanne Hauswaldt, Ralf Hendrix, David Donaire, Abdellah Bouazza, Ulrich Joger, Tahar Slimani",437-443
BOUAZZA abdellah,2,1,7,2017/1/1,Mitochondrial DNA Part B,"Mariana L Lyra, Ulrich Joger, Ulrich Schulte, Tahar Slimani, El Hassan El Mouden, Abdellah Bouazza, Sven Künzel, Alan R Lemmon, Emily Moriarty Lemmon, Miguel Vences",356-358
